product_id,product_name,product_old_image,candidate_rank,candidate_file,score
31,"Tapis Persan Premium",/Assets/Images/products/product_31_puscas_adryan_kpwmh_9otg4_unsplash.jpg,2,heidi-erickson-CPSjcuuV8E8-unsplash.jpg,26.39
31,"Tapis Persan Premium",/Assets/Images/products/product_31_puscas_adryan_kpwmh_9otg4_unsplash.jpg,3,panos-katsigiannis--77PEhhPZhE-unsplash.jpg,23.36
31,"Tapis Persan Premium",/Assets/Images/products/product_31_puscas_adryan_kpwmh_9otg4_unsplash.jpg,4,rohan-krishnan-d8kp7EPgAmQ-unsplash.jpg,22.6
31,"Tapis Persan Premium",/Assets/Images/products/product_31_puscas_adryan_kpwmh_9otg4_unsplash.jpg,5,zoshua-colah-eMMLDnWoR_I-unsplash.jpg,21.14
32,"V??lo Gravel Premium",/Assets/Images/products/product_32_zoshua_colah_emmldnwor_i_unsplash.jpg,1,zoshua-colah-eMMLDnWoR_I-unsplash.jpg,19.79
32,"V??lo Gravel Premium",/Assets/Images/products/product_32_zoshua_colah_emmldnwor_i_unsplash.jpg,2,daniel-hay-O703kpzIsQI-unsplash.jpg,19.38
32,"V??lo Gravel Premium",/Assets/Images/products/product_32_zoshua_colah_emmldnwor_i_unsplash.jpg,3,savernake-knives-f4jl2ezowuM-unsplash.jpg,19.32
32,"V??lo Gravel Premium",/Assets/Images/products/product_32_zoshua_colah_emmldnwor_i_unsplash.jpg,4,ivan-bogdanov-17qC7l19hMI-unsplash.jpg,18.29
32,"V??lo Gravel Premium",/Assets/Images/products/product_32_zoshua_colah_emmldnwor_i_unsplash.jpg,5,russell-moore-Dfk3z6fDN84-unsplash.jpg,18.2
33,"Tapis de Yoga Premium",/Assets/Images/products/product_33_thai_nguyen_ylqefa_pva_unsplash.jpg,1,thai-nguyen-ylqeFa_-PvA-unsplash.jpg,30.55
33,"Tapis de Yoga Premium",/Assets/Images/products/product_33_thai_nguyen_ylqefa_pva_unsplash.jpg,2,rohan-krishnan-d8kp7EPgAmQ-unsplash.jpg,26
33,"Tapis de Yoga Premium",/Assets/Images/products/product_33_thai_nguyen_ylqefa_pva_unsplash.jpg,3,ivan-bogdanov-17qC7l19hMI-unsplash.jpg,23.17
33,"Tapis de Yoga Premium",/Assets/Images/products/product_33_thai_nguyen_ylqefa_pva_unsplash.jpg,4,puscas-adryan-kpwmh_9OtG4-unsplash.jpg,21.57
33,"Tapis de Yoga Premium",/Assets/Images/products/product_33_thai_nguyen_ylqefa_pva_unsplash.jpg,5,the-new-york-public-library-Kx360RHdBqU-unsplash.jpg,20.72
34,"Chaussures Trail Running",/Assets/Images/products/product_34_surja_sen_das_raj_mjxm7kpbt8m_unsplash.jpg,1,surja-sen-das-raj-MJXM7kpbt8M-unsplash.jpg,24.97
34,"Chaussures Trail Running",/Assets/Images/products/product_34_surja_sen_das_raj_mjxm7kpbt8m_unsplash.jpg,2,thai-nguyen-ylqeFa_-PvA-unsplash.jpg,24.8
34,"Chaussures Trail Running",/Assets/Images/products/product_34_surja_sen_das_raj_mjxm7kpbt8m_unsplash.jpg,3,ricardo-resende-JyJi3iNXz6s-unsplash.jpg,24.44
34,"Chaussures Trail Running",/Assets/Images/products/product_34_surja_sen_das_raj_mjxm7kpbt8m_unsplash.jpg,4,rille-camera-strap-yCuatMlaAoo-unsplash.jpg,23.15
34,"Chaussures Trail Running",/Assets/Images/products/product_34_surja_sen_das_raj_mjxm7kpbt8m_unsplash.jpg,5,nynne-schroder-li9nxKIPbb0-unsplash.jpg,22.31
35,"Gourde Isotherme Inox",/Assets/Images/products/product_35_altumcode_ze007sngcde_unsplash.jpg,1,altumcode-zE007SNgcdE-unsplash.jpg,23.49
35,"Gourde Isotherme Inox",/Assets/Images/products/product_35_altumcode_ze007sngcde_unsplash.jpg,2,rohan-krishnan-d8kp7EPgAmQ-unsplash.jpg,23.29
35,"Gourde Isotherme Inox",/Assets/Images/products/product_35_altumcode_ze007sngcde_unsplash.jpg,3,kofi-nartey-SHEUuUAZrDE-unsplash.jpg,23.11
35,"Gourde Isotherme Inox",/Assets/Images/products/product_35_altumcode_ze007sngcde_unsplash.jpg,4,ricardo-resende-JyJi3iNXz6s-unsplash.jpg,22.84
35,"Gourde Isotherme Inox",/Assets/Images/products/product_35_altumcode_ze007sngcde_unsplash.jpg,5,sherif-maliqi-uG7MO427TEI-unsplash.jpg,21.57
